"","year","age","maritl","race","education","region","jobclass","health","health_ins","logwage","wage"
"221",2008,27,"Never Married","Black","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.30102999566398",73.7757432746946
"222",2003,37,"Married","White","HS Grad","2. Middle Atlantic","Industrial","<=Good","1. Yes","4.54406804435028",94.0727147457005
"223",2006,56,"Separated","Asian","College Grad","2. Middle Atlantic","Information","<=Good","2. No","4.60205999132796",99.6894636984864
"224",2004,36,"Married","White","Some College","2. Middle Atlantic","Information",">=Very Good","1. Yes","5.17609125905568",176.989650489877
"225",2005,23,"Never Married","Other","HS Grad","2. Middle Atlantic","Information",">=Very Good","2. No","4.30102999566398",73.7757432746946
"226",2003,46,"Married","White","Some College","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.60205999132796",99.6894636984864
"227",2009,26,"Never Married","White","Some College","2. Middle Atlantic","Industrial",">=Very Good","2. No","4.54406804435028",94.0727147457005
"228",2006,43,"Married","White","< HS Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.55630250076729",95.2307125669819
"229",2007,36,"Married","White","HS Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.84509804001426",127.115743812184
"230",2003,54,"Separated","White","Some College","2. Middle Atlantic","Information","<=Good","1. Yes","4.60205999132796",99.6894636984864
"231",2003,62,"Married","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.56110138364906",95.6888119067371
"232",2006,40,"Married","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.69897000433602",109.833985642199
"233",2006,53,"Married","White","Some College","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.77815125038364",118.884359339886
"234",2007,48,"Married","White","5. Advanced Degree","2. Middle Atlantic","Information",">=Very Good","1. Yes","5.17609125905568",176.989650489877
"235",2004,23,"Married","White","College Grad","2. Middle Atlantic","Industrial",">=Very Good","2. No","4.11394335230684",61.1875264339915
"236",2009,34,"Married","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.39794000867204",81.2832532842527
"237",2004,43,"Married","White","College Grad","2. Middle Atlantic","Information",">=Very Good","2. No","5.5467412584381",256.400649562425
"238",2006,55,"Married","White","HS Grad","2. Middle Atlantic","Information","<=Good","1. Yes","4.39794000867204",81.2832532842527
"239",2007,59,"Never Married","White","HS Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.39794000867204",81.2832532842527
"240",2007,60,"Married","White","HS Grad","2. Middle Atlantic","Information",">=Very Good","2. No","4.02118929906994",55.7673905084923
"241",2009,49,"Never Married","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.32221929473392",75.3556793180091
"242",2006,45,"Married","Asian","Some College","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.8750612633917",NA
"243",2006,31,"Divorced","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","2. No","3.77815125038364",43.7351116779821
"244",2004,34,"Never Married","White","College Grad","2. Middle Atlantic","Information","<=Good","1. Yes","4.74036268949424",114.475713290347
"245",2005,26,"Never Married","White","5. Advanced Degree","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.74036268949424",114.475713290347
"246",2007,22,"Never Married","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","2. No","4.39794000867204",81.2832532842527
"247",2004,40,"Married","White","HS Grad","2. Middle Atlantic","Industrial","<=Good","2. No","4.22788670461367",68.5721657022738
"248",2009,41,"Married","White","Some College","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.69897000433602",109.833985642199
"249",2006,36,"Never Married","Black","Some College","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.57978359661681",97.4932940453934
"250",2007,38,"Married","White","< HS Grad","2. Middle Atlantic","Industrial",">=Very Good","2. No","4.13353890837022",62.3983547205685
"251",2003,48,"Married","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","2. No","4.57978359661681",97.4932940453934
"252",2006,47,"Married","White","Some College","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.90308998699194",134.705375118879
"253",2005,47,"Separated","White","< HS Grad","2. Middle Atlantic","Industrial","<=Good","2. No","4.11394335230684",61.1875264339915
"254",2007,35,"Married","White","College Grad","2. Middle Atlantic","Information","<=Good","2. No","4.77815125038364",118.884359339886
"255",2008,49,"Married","Asian","HS Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.17609125905568",65.1108537153447
"256",2004,40,"Married","White","Some College","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.69897000433602",109.833985642199
"257",2004,32,"Widowed","Asian","College Grad","2. Middle Atlantic","Industrial",">=Very Good","2. No","4.65321251377534",104.921506533664
"258",2008,57,"Married","White","College Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.30102999566398",73.7757432746946
"259",2008,56,"Married","White","College Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.95424250943933",141.77517233318
"260",2009,73,"Married","White","< HS Grad","2. Middle Atlantic","Industrial","<=Good","2. No","4.50514997831991",90.4819133566401
"261",2007,29,"Never Married","White","HS Grad","2. Middle Atlantic","Industrial","<=Good","1. Yes","4.30102999566398",73.7757432746946
"262",2003,49,"Married","Asian","5. Advanced Degree","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.90308998699194",134.705375118879
"263",2009,30,"Married","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.69897000433602",109.833985642199
"264",2008,29,"Married","White","HS Grad",NA,"Industrial",">=Very Good","1. Yes","4.51851393987789",91.6992261117042
"265",2004,36,"Married","White","Some College","2. Middle Atlantic","Information",">=Very Good","2. No","4.55630250076729",95.2307125669819
"266",2009,39,"Married","White","5. Advanced Degree","2. Middle Atlantic","Information",">=Very Good","1. Yes","5.05307844348342",156.503510882633
"267",2007,48,"Married","White","College Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.65321251377534",104.921506533664
"268",2006,45,"Married","Black","College Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.60205999132796",99.6894636984864
"269",2004,50,"Married","White","College Grad","2. Middle Atlantic","Industrial","<=Good","2. No","4",54.5981500331442
"270",2003,42,"Married","White","College Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","3.47712125471966",32.3664131748549
"271",2007,58,"Married","White","Some College","2. Middle Atlantic","Industrial","<=Good","2. No","4.77815125038364",118.884359339886
"272",2007,48,"Married","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.69897000433602",109.833985642199
"273",2003,48,"Married","White","College Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.69897000433602",109.833985642199
"274",2005,45,"Married","White","Some College","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.77815125038364",118.884359339886
"275",2007,41,"Divorced","White","Some College","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.70757017609794",110.782650276254
"276",2008,27,"Never Married","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.53857373380686",93.5572673479306
"277",2004,44,"Married","White","HS Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.69897000433602",109.833985642199
"278",2003,32,"Married","White","College Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.77815125038364",118.884359339886
"279",2006,46,"Married","White","< HS Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.77815125038364",118.884359339886
"280",2005,52,"Married","Black","HS Grad","2. Middle Atlantic","Information","<=Good","2. No","3.95424250943932",52.1561711699147
"281",2003,22,"Never Married","White","Some College","2. Middle Atlantic","Industrial",">=Very Good","2. No","3.77815125038364",43.7351116779821
"282",2004,53,"Widowed","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.76342799356294",117.146816914805
"283",2008,34,"Married","White","5. Advanced Degree","2. Middle Atlantic","Industrial","<=Good","1. Yes","4.77815125038364",118.884359339886
"284",2009,38,"Married","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","5",148.413159102577
"285",2009,42,"Married","White","< HS Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.6232492903979",101.82435207568
"286",2005,25,"Never Married","Black","Some College","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.54406804435028",94.0727147457005
"287",2004,29,"Never Married","White","Some College","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.46239799789896",86.6951548289402
"288",2005,28,"Married","White","5. Advanced Degree","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.95424250943933",141.77517233318
"289",2005,46,"Married","White","College Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.20411998265593",66.9616443217359
"290",2007,55,"Married","Black","5. Advanced Degree","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.77815125038364",118.884359339886
"291",2004,56,"Married","White","HS Grad","2. Middle Atlantic","Industrial","<=Good","2. No","4.66124460895933",105.767639622758
"292",2005,41,"Divorced","Black","HS Grad","2. Middle Atlantic","Information","<=Good","1. Yes","4.77815125038364",118.884359339886
"293",2009,61,"Married","White","5. Advanced Degree","2. Middle Atlantic","Information",">=Very Good","2. No","5.17609125905568",176.989650489877
"294",2003,47,"Married","White","HS Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.17609125905568",65.1108537153447
"295",2006,52,"Married","White","Some College","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.44715803134222",85.3839403789827
"296",2004,27,"Married","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","2. No","4.27875360095283",72.1504556815713
"297",2007,33,"Never Married","Black","Some College","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.49136169383427",89.2428846644714
"298",2003,58,"Never Married","White","HS Grad","2. Middle Atlantic","Information","<=Good","1. Yes","4.17609125905568",65.1108537153447
"299",2005,27,"Married","White","College Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.98227123303957",145.805163374625
"300",2009,52,"Separated","Black","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.47712125471966",87.9810327856054
"301",2003,45,"Married","White","5. Advanced Degree","2. Middle Atlantic","Industrial",">=Very Good","2. No","3.7160033436348",41.0998036301194
"302",2003,22,"Never Married","White","HS Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.22530928172586",68.3956538035455
"303",2005,25,"Never Married","White","Some College","2. Middle Atlantic","Industrial","<=Good","1. Yes","4.39794000867204",81.2832532842527
"304",2004,25,"Never Married","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good",NA,"4.30102999566398",73.7757432746946
"305",2005,41,"Married","Black","< HS Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.8750612633917",130.982177377461
"306",2006,54,"Separated","White","College Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","5",NA
"307",2007,23,"Married","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.39724458101039",81.226746312023
"308",2006,36,"Never Married","White","5. Advanced Degree","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.14612803567824",63.1888610037461
"309",2004,31,"Separated","White","Some College","2. Middle Atlantic","Industrial","<=Good","1. Yes","4.54406804435028",94.0727147457005
"310",2006,52,"Married","White","HS Grad","2. Middle Atlantic","Information","<=Good","1. Yes","4.52891670027766",92.6581301668597
"311",2007,46,"Married","Black","HS Grad","2. Middle Atlantic","Information","<=Good","2. No","4.34242268082221",76.8936025176112
"312",2007,45,"Married","White","HS Grad","2. Middle Atlantic","Industrial","<=Good","1. Yes","4.77815125038364",118.884359339886
"313",2009,40,"Married","White","HS Grad","2. Middle Atlantic","Industrial","<=Good","2. No","4.38021124171161",79.8549003093467
"314",2004,33,"Never Married","Asian","College Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.46239799789896",86.6951548289402
"315",2007,42,"Married","White","College Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.89762709129044",133.971500070695
"316",2007,41,"Married","White","College Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.83250891270624",125.525498433836
"317",2007,25,"Never Married","Other","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.53147891704226",92.8958447894966
"318",2005,24,"Divorced","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.27875360095283",72.1504556815713
"319",2006,24,"Never Married","White","Some College","2. Middle Atlantic","Industrial",">=Very Good","2. No","4.77815125038364",118.884359339886
"320",2008,51,"Married","White","HS Grad","2. Middle Atlantic","Information","<=Good","2. No","4.25527250510331",70.4760196469445
"321",2004,41,"Married","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","2. No","4.84509804001426",127.115743812184
"322",2009,42,"Never Married","White","College Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.74036268949424",114.475713290347
"323",2005,30,"Never Married","White","College Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.47712125471966",87.9810327856054
"324",2009,55,"Married","Asian","< HS Grad","2. Middle Atlantic","Industrial",">=Very Good","2. No","4",54.5981500331442
"325",2008,23,"Never Married","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.43136376415899",84.0459576539924
"326",2003,60,"Divorced","White","College Grad","2. Middle Atlantic","Information",">=Very Good","2. No","4.44715803134222",85.3839403789827
